Timestamp Temperature(°C) Humidity(%)
2024-09-23 05:10:06 26.24 55.25
2024-09-23 05:10:08 26.24 55.23
2024-09-23 05:10:09 26.25 55.22
2024-09-23 05:10:11 26.24 55.23
2024-09-23 05:10:12 26.24 55.23
2024-09-23 05:10:14 26.23 55.21
2024-09-23 05:10:15 26.24 55.24
2024-09-23 05:10:17 26.24 55.20
2024-09-23 05:10:18 26.24 55.26
2024-09-23 05:10:20 26.25 55.22
2024-09-23 05:10:21 26.25 55.23
2024-09-23 05:10:23 26.24 55.23
2024-09-23 05:10:24 26.25 55.22
2024-09-23 05:10:26 26.22 55.18
2024-09-23 05:10:27 26.23 55.24
2024-09-23 05:10:29 26.24 55.22
2024-09-23 05:10:30 26.25 55.22
2024-09-23 05:10:32 26.24 55.20
2024-09-23 05:10:33 26.24 55.23
2024-09-23 05:10:35 26.25 55.21
2024-09-23 05:10:36 26.24 55.21
2024-09-23 05:10:38 26.23 55.20
2024-09-23 05:10:39 26.24 55.24
2024-09-23 05:10:41 26.24 55.28
2024-09-23 05:10:42 26.24 55.23
2024-09-23 05:10:44 26.24 55.26
2024-09-23 05:10:45 26.25 55.21
2024-09-23 05:10:47 26.25 55.19
2024-09-23 05:10:49 26.23 55.26
2024-09-23 05:10:50 26.23 55.19
2024-09-23 05:10:52 26.23 55.23
2024-09-23 05:10:53 26.25 55.23
2024-09-23 05:10:55 26.24 55.21
2024-09-23 05:10:56 26.24 55.18
2024-09-23 05:10:58 26.24 55.18
2024-09-23 05:10:59 26.24 55.19
2024-09-23 05:11:01 26.24 55.24
2024-09-23 05:11:02 26.24 55.23
2024-09-23 05:11:04 26.23 55.18
2024-09-23 05:11:05 26.24 55.24
2024-09-23 05:11:07 26.24 55.28
2024-09-23 05:11:08 26.24 55.23
2024-09-23 05:11:10 26.23 55.27
2024-09-23 05:11:11 26.24 55.21
2024-09-23 05:11:13 26.24 55.24
2024-09-23 05:11:14 26.17 55.26
2024-09-23 05:11:16 26.25 55.27
2024-09-23 05:11:17 26.23 55.24
2024-09-23 05:11:19 26.24 55.21
2024-09-23 05:11:20 26.24 55.21
2024-09-23 05:11:22 26.23 55.21
2024-09-23 05:11:23 26.22 55.17
2024-09-23 05:11:25 26.24 55.20
2024-09-23 05:11:26 26.21 55.25
2024-09-23 05:11:28 26.22 55.28
2024-09-23 05:11:29 26.25 55.26
2024-09-23 05:11:31 26.24 55.32
2024-09-23 05:11:32 26.23 55.28
2024-09-23 05:11:34 26.25 55.29
2024-09-23 05:11:35 26.23 55.25
2024-09-23 05:11:37 26.24 55.24
2024-09-23 05:11:38 26.24 55.23
2024-09-23 05:11:40 26.22 55.25
2024-09-23 05:11:41 26.23 55.26
2024-09-23 05:11:43 26.24 55.28
2024-09-23 05:11:44 26.23 55.25
2024-09-23 05:11:46 26.22 55.27
2024-09-23 05:11:47 26.24 55.26
2024-09-23 05:11:49 26.23 55.25
2024-09-23 05:11:51 26.23 55.24
2024-09-23 05:11:52 26.22 55.24
2024-09-23 05:11:54 26.24 55.27
2024-09-23 05:11:55 26.24 55.24
2024-09-23 05:11:57 26.21 55.25
2024-09-23 05:11:58 26.23 55.29
2024-09-23 05:12:00 26.23 55.23
2024-09-23 05:12:01 26.23 55.28
2024-09-23 05:12:03 26.23 55.25
2024-09-23 05:12:04 26.23 55.26
2024-09-23 05:12:06 26.21 55.31
2024-09-23 05:12:07 26.17 55.25
2024-09-23 05:12:09 26.22 55.25
2024-09-23 05:12:10 26.23 55.26
2024-09-23 05:12:12 26.22 55.25
2024-09-23 05:12:13 26.23 55.21
2024-09-23 05:12:15 26.22 55.25
