Timestamp Temperature(°C) Humidity(%)
2024-09-23 05:10:06 26.16 48.80
2024-09-23 05:10:08 26.17 48.83
2024-09-23 05:10:09 26.17 48.83
2024-09-23 05:10:11 26.16 48.82
2024-09-23 05:10:12 26.17 48.84
2024-09-23 05:10:14 26.18 48.81
2024-09-23 05:10:15 26.17 48.81
2024-09-23 05:10:17 26.18 48.82
2024-09-23 05:10:18 26.16 48.82
2024-09-23 05:10:20 26.17 48.81
2024-09-23 05:10:21 26.17 48.81
2024-09-23 05:10:23 26.18 48.79
2024-09-23 05:10:24 26.16 48.83
2024-09-23 05:10:26 26.17 48.83
2024-09-23 05:10:27 26.18 48.85
2024-09-23 05:10:29 26.19 48.85
2024-09-23 05:10:30 26.18 48.85
2024-09-23 05:10:32 26.17 48.83
2024-09-23 05:10:33 26.17 48.88
2024-09-23 05:10:35 26.17 48.82
2024-09-23 05:10:36 26.17 48.85
2024-09-23 05:10:38 26.16 48.82
2024-09-23 05:10:39 26.16 48.84
2024-09-23 05:10:41 26.18 48.86
2024-09-23 05:10:42 26.15 48.85
2024-09-23 05:10:44 26.18 48.87
2024-09-23 05:10:45 26.14 48.83
2024-09-23 05:10:47 26.18 48.88
2024-09-23 05:10:49 26.16 48.86
2024-09-23 05:10:50 26.15 48.85
2024-09-23 05:10:52 26.16 48.82
2024-09-23 05:10:53 26.16 48.84
2024-09-23 05:10:55 26.18 48.85
2024-09-23 05:10:56 26.15 48.85
2024-09-23 05:10:58 26.16 48.86
2024-09-23 05:10:59 26.15 48.85
2024-09-23 05:11:01 26.16 48.85
2024-09-23 05:11:02 26.18 48.81
2024-09-23 05:11:04 26.16 48.84
2024-09-23 05:11:05 26.17 48.83
2024-09-23 05:11:07 26.16 48.85
2024-09-23 05:11:08 26.18 48.85
2024-09-23 05:11:10 26.16 48.85
2024-09-23 05:11:11 26.17 48.85
2024-09-23 05:11:13 26.16 48.85
2024-09-23 05:11:14 26.17 48.85
2024-09-23 05:11:16 26.15 48.87
2024-09-23 05:11:17 26.17 48.88
2024-09-23 05:11:19 26.16 48.87
2024-09-23 05:11:20 26.18 48.85
2024-09-23 05:11:22 26.16 48.84
2024-09-23 05:11:23 26.17 48.83
2024-09-23 05:11:25 26.15 48.89
2024-09-23 05:11:26 26.16 48.84
2024-09-23 05:11:28 26.17 48.90
2024-09-23 05:11:29 26.16 48.88
2024-09-23 05:11:31 26.16 48.89
2024-09-23 05:11:32 26.17 48.85
2024-09-23 05:11:34 26.18 48.90
2024-09-23 05:11:35 26.15 48.86
2024-09-23 05:11:37 26.15 48.91
2024-09-23 05:11:38 26.16 48.84
2024-09-23 05:11:40 26.15 48.83
2024-09-23 05:11:41 26.16 48.86
2024-09-23 05:11:43 26.17 48.88
2024-09-23 05:11:44 26.17 48.83
2024-09-23 05:11:46 26.15 48.85
2024-09-23 05:11:47 26.16 48.84
2024-09-23 05:11:49 26.16 48.86
2024-09-23 05:11:51 26.15 48.82
2024-09-23 05:11:52 26.16 48.84
2024-09-23 05:11:54 26.16 48.85
2024-09-23 05:11:55 26.17 48.84
2024-09-23 05:11:57 26.18 48.86
2024-09-23 05:11:58 26.16 48.83
2024-09-23 05:12:00 26.15 48.86
2024-09-23 05:12:01 26.15 48.85
2024-09-23 05:12:03 26.16 48.88
2024-09-23 05:12:04 26.14 48.83
2024-09-23 05:12:06 26.14 48.85
2024-09-23 05:12:07 26.15 48.85
2024-09-23 05:12:09 26.16 48.84
2024-09-23 05:12:10 26.16 48.84
2024-09-23 05:12:12 26.15 48.86
2024-09-23 05:12:13 26.15 48.87
2024-09-23 05:12:15 26.14 48.86
2024-09-23 05:12:16 26.17 48.90
