Timestamp Temperature(°C) Humidity(%)
2024-09-23 05:10:06 26.07 50.98
2024-09-23 05:10:08 26.06 50.97
2024-09-23 05:10:09 26.08 51.02
2024-09-23 05:10:11 26.07 51.03
2024-09-23 05:10:12 26.07 51.01
2024-09-23 05:10:14 26.08 51.00
2024-09-23 05:10:15 26.08 51.02
2024-09-23 05:10:17 26.07 51.00
2024-09-23 05:10:18 26.07 51.03
2024-09-23 05:10:20 26.06 51.03
2024-09-23 05:10:21 26.05 51.04
2024-09-23 05:10:23 26.06 51.05
2024-09-23 05:10:24 26.05 51.05
2024-09-23 05:10:26 26.04 51.04
2024-09-23 05:10:27 26.05 51.05
2024-09-23 05:10:29 26.06 51.05
2024-09-23 05:10:30 26.05 51.06
2024-09-23 05:10:32 26.05 51.02
2024-09-23 05:10:33 26.06 51.05
2024-09-23 05:10:35 26.06 51.02
2024-09-23 05:10:36 26.06 51.02
2024-09-23 05:10:38 26.05 51.01
2024-09-23 05:10:39 26.05 51.03
2024-09-23 05:10:41 26.07 51.02
2024-09-23 05:10:42 26.05 50.97
2024-09-23 05:10:44 26.06 51.03
2024-09-23 05:10:45 26.06 51.01
2024-09-23 05:10:47 26.04 51.01
2024-09-23 05:10:49 26.07 51.00
2024-09-23 05:10:50 26.06 50.98
2024-09-23 05:10:52 26.05 50.99
2024-09-23 05:10:53 26.05 50.99
2024-09-23 05:10:55 26.07 50.99
2024-09-23 05:10:56 26.07 50.99
2024-09-23 05:10:58 26.07 51.02
2024-09-23 05:10:59 26.07 50.97
2024-09-23 05:11:01 26.06 51.02
2024-09-23 05:11:02 26.04 50.95
2024-09-23 05:11:04 26.08 51.01
2024-09-23 05:11:05 26.06 51.03
2024-09-23 05:11:07 26.05 51.03
2024-09-23 05:11:08 26.05 51.04
2024-09-23 05:11:10 26.05 51.01
2024-09-23 05:11:11 26.06 51.02
2024-09-23 05:11:13 26.05 51.04
2024-09-23 05:11:14 26.07 51.03
2024-09-23 05:11:16 26.06 51.05
2024-09-23 05:11:17 26.07 51.00
2024-09-23 05:11:19 26.06 51.05
2024-09-23 05:11:20 26.07 51.02
2024-09-23 05:11:22 26.05 51.01
2024-09-23 05:11:23 26.06 51.01
2024-09-23 05:11:25 26.06 51.05
2024-09-23 05:11:26 26.07 51.06
2024-09-23 05:11:28 26.05 51.02
2024-09-23 05:11:29 26.05 51.04
2024-09-23 05:11:31 26.05 51.07
2024-09-23 05:11:32 26.05 51.04
2024-09-23 05:11:34 26.05 51.07
2024-09-23 05:11:35 26.05 51.04
2024-09-23 05:11:37 26.06 51.02
2024-09-23 05:11:38 26.07 51.03
2024-09-23 05:11:40 26.07 51.02
2024-09-23 05:11:41 26.05 51.00
2024-09-23 05:11:43 26.07 51.03
2024-09-23 05:11:44 26.06 51.02
2024-09-23 05:11:46 26.06 51.05
2024-09-23 05:11:47 26.05 51.02
2024-09-23 05:11:49 26.04 50.97
2024-09-23 05:11:51 26.06 51.00
2024-09-23 05:11:52 26.05 51.01
2024-09-23 05:11:54 26.03 51.01
2024-09-23 05:11:55 26.05 51.03
2024-09-23 05:11:57 26.05 51.02
2024-09-23 05:11:58 26.06 51.03
2024-09-23 05:12:00 26.06 51.03
2024-09-23 05:12:01 26.03 51.03
2024-09-23 05:12:03 26.04 51.03
2024-09-23 05:12:04 26.04 51.04
2024-09-23 05:12:06 26.04 50.99
2024-09-23 05:12:07 26.05 51.05
2024-09-23 05:12:09 26.06 51.03
2024-09-23 05:12:10 26.04 51.03
2024-09-23 05:12:12 26.06 51.01
2024-09-23 05:12:13 26.04 51.05
2024-09-23 05:12:15 26.05 51.04
2024-09-23 05:12:16 26.05 51.03
2024-09-23 05:12:18 26.04 51.03
2024-09-23 05:12:19 26.06 51.05
2024-09-23 05:12:21 26.05 51.07
2024-09-23 05:12:22 26.06 51.03
2024-09-23 05:12:24 26.05 51.03
2024-09-23 05:12:25 26.03 51.04
2024-09-23 05:12:27 26.05 51.03
2024-09-23 05:12:28 26.04 51.02
2024-09-23 05:12:30 26.05 51.01
2024-09-23 05:12:31 26.05 51.05
2024-09-23 05:12:33 26.05 51.04
2024-09-23 05:12:34 26.03 51.06
2024-09-23 05:12:36 26.05 51.03
2024-09-23 05:12:37 26.06 51.07
2024-09-23 05:12:39 26.06 51.06
2024-09-23 05:12:40 26.06 51.06
2024-09-23 05:12:42 26.04 51.07
2024-09-23 05:12:43 26.05 51.06
2024-09-23 05:12:45 26.05 51.05
2024-09-23 05:12:46 26.05 51.07
2024-09-23 05:12:48 26.06 51.09
2024-09-23 05:12:49 26.04 51.01
2024-09-23 05:12:51 26.05 51.06
2024-09-23 05:12:53 26.06 51.03
2024-09-23 05:12:54 26.07 51.09
2024-09-23 05:12:56 26.06 51.06
2024-09-23 05:12:57 26.06 51.09
2024-09-23 05:12:59 26.04 51.07
2024-09-23 05:13:00 26.06 51.05
2024-09-23 05:13:02 26.04 51.04
2024-09-23 05:13:03 26.05 51.04
2024-09-23 05:13:05 26.05 51.06
2024-09-23 05:13:06 26.05 51.07
2024-09-23 05:13:08 26.04 51.07
2024-09-23 05:13:09 26.04 51.05
2024-09-23 05:13:11 26.03 51.06
2024-09-23 05:13:12 26.05 51.04
2024-09-23 05:13:14 26.05 51.09
2024-09-23 05:13:15 26.08 51.13
2024-09-23 05:13:17 26.07 51.10
2024-09-23 05:13:18 26.03 51.05
2024-09-23 05:13:20 26.06 51.09
