Timestamp Temperature(°C) Humidity(%)
2024-08-07 00:30:10 24.40 66.88
2024-08-07 00:30:11 24.42 66.90
2024-08-07 00:30:12 24.45 66.94
2024-08-07 00:30:13 24.48 66.94
2024-08-07 00:30:14 24.50 66.98
2024-08-07 00:30:15 24.50 67.00
2024-08-07 00:30:16 24.50 66.80
2024-08-07 00:30:17 24.50 66.75
2024-08-07 00:30:18 24.50 66.69
2024-08-07 00:30:19 24.49 66.66
2024-08-07 00:30:20 24.52 66.59
2024-08-07 00:30:21 24.48 66.54
2024-08-07 00:30:22 24.50 66.53
2024-08-07 00:30:23 24.50 66.44
2024-08-07 00:30:24 24.50 66.54
2024-08-07 00:30:25 24.50 66.51
2024-08-07 00:30:26 24.51 66.52
2024-08-07 00:30:28 24.52 66.47
2024-08-07 00:30:29 24.52 66.52
2024-08-07 00:30:30 24.53 66.50
2024-08-07 00:30:31 24.55 66.47
2024-08-07 00:30:32 24.56 66.47
2024-08-07 00:30:33 24.59 66.44
2024-08-07 00:30:34 24.61 66.46
2024-08-07 00:30:35 24.59 66.37
2024-08-07 00:30:36 24.60 66.36
2024-08-07 00:30:37 24.60 66.31
2024-08-07 00:30:38 24.58 66.28
2024-08-07 00:30:39 24.59 66.28
2024-08-07 00:30:40 24.62 66.26
2024-08-07 00:30:41 24.62 66.21
2024-08-07 00:30:42 24.62 66.15
2024-08-07 00:30:43 24.62 66.19
2024-08-07 00:30:44 24.63 66.15
2024-08-07 00:30:45 24.63 66.12
2024-08-07 00:30:46 24.61 65.94
2024-08-07 00:30:47 24.57 66.03
2024-08-07 00:30:48 24.52 66.08
2024-08-07 00:30:49 24.52 66.14
2024-08-07 00:30:50 24.51 66.08
2024-08-07 00:30:51 24.52 66.07
2024-08-07 00:30:52 24.51 66.06
2024-08-07 00:30:53 24.48 66.08
2024-08-07 00:30:54 24.48 66.12
2024-08-07 00:30:55 24.48 66.19
2024-08-07 00:30:56 24.48 66.20
2024-08-07 00:30:57 24.45 66.19
2024-08-07 00:30:58 24.44 66.21
2024-08-07 00:30:59 24.41 66.28
2024-08-07 00:31:00 24.39 66.25
2024-08-07 00:31:01 24.38 66.30
2024-08-07 00:31:02 24.38 66.25
2024-08-07 00:31:03 24.38 66.38
2024-08-07 00:31:04 24.37 66.46
2024-08-07 00:31:05 24.37 66.50
2024-08-07 00:31:06 24.39 66.73
2024-08-07 00:31:07 24.41 66.80
2024-08-07 00:31:08 24.41 66.85
2024-08-07 00:31:09 24.41 66.92
2024-08-07 00:31:10 24.40 66.93
2024-08-07 00:31:11 24.42 67.01
2024-08-07 00:31:12 24.42 67.02
2024-08-07 00:31:13 24.45 67.07
2024-08-07 00:31:14 24.47 67.13
2024-08-07 00:31:16 24.48 67.19
2024-08-07 00:31:17 24.48 67.10
2024-08-07 00:31:18 24.49 66.96
2024-08-07 00:31:19 24.50 66.87
2024-08-07 00:31:20 24.48 66.79
2024-08-07 00:31:21 24.51 66.73
