Timestamp Temperature(°C) Humidity(%)
2024-08-06 23:59:31 24.43 65.77
2024-08-06 23:59:31 24.44 65.76
2024-08-06 23:59:31 24.46 65.77
2024-08-06 23:59:31 24.37 65.80
2024-08-06 23:59:32 24.40 65.73
2024-08-06 23:59:33 24.39 65.71
2024-08-06 23:59:34 24.38 65.66
2024-08-06 23:59:35 24.38 65.57
2024-08-06 23:59:36 24.38 65.56
2024-08-06 23:59:37 24.34 65.51
2024-08-06 23:59:38 24.32 65.53
2024-08-06 23:59:39 24.32 65.58
2024-08-06 23:59:40 24.34 65.57
2024-08-06 23:59:42 24.33 65.61
2024-08-06 23:59:43 24.33 65.56
2024-08-06 23:59:44 24.35 65.55
2024-08-06 23:59:45 24.37 65.59
2024-08-06 23:59:46 24.38 65.62
2024-08-06 23:59:47 24.37 65.55
2024-08-06 23:59:48 24.36 65.52
2024-08-06 23:59:49 24.34 65.50
2024-08-06 23:59:50 24.34 65.54
2024-08-06 23:59:51 24.33 65.51
2024-08-06 23:59:52 24.34 65.47
2024-08-06 23:59:53 24.33 65.56
2024-08-06 23:59:54 24.32 65.64
2024-08-06 23:59:55 24.31 65.83
2024-08-06 23:59:56 24.31 66.03
2024-08-06 23:59:57 24.29 65.99
2024-08-06 23:59:58 24.31 66.15
2024-08-06 23:59:59 24.32 66.02
2024-08-07 00:00:00 24.31 65.99
2024-08-07 00:00:01 24.30 66.05
2024-08-07 00:00:02 24.29 66.02
2024-08-07 00:00:03 24.27 65.97
2024-08-07 00:00:04 24.27 65.99
2024-08-07 00:00:05 24.28 65.96
2024-08-07 00:00:06 24.27 65.92
2024-08-07 00:00:07 24.28 65.93
2024-08-07 00:00:08 24.27 65.94
2024-08-07 00:00:09 24.26 65.90
2024-08-07 00:00:10 24.26 65.91
2024-08-07 00:00:11 24.26 65.94
2024-08-07 00:00:12 24.28 66.03
2024-08-07 00:00:13 24.29 66.03
2024-08-07 00:00:14 24.29 66.00
2024-08-07 00:00:15 24.29 66.07
2024-08-07 00:00:16 24.31 65.94
2024-08-07 00:00:17 24.33 65.98
2024-08-07 00:00:18 24.34 66.06
2024-08-07 00:00:19 24.35 66.00
2024-08-07 00:00:20 24.35 66.00
2024-08-07 00:00:21 24.36 65.99
2024-08-07 00:00:22 24.37 66.01
2024-08-07 00:00:23 24.37 66.00
2024-08-07 00:00:24 24.40 65.89
2024-08-07 00:00:25 24.39 65.90
2024-08-07 00:00:26 24.41 65.87
2024-08-07 00:00:27 24.41 65.81
2024-08-07 00:00:29 24.41 65.78
2024-08-07 00:00:30 24.41 65.78
2024-08-07 00:00:31 24.42 65.72
2024-08-07 00:00:32 24.43 65.75
2024-08-07 00:00:33 24.44 65.70
2024-08-07 00:00:34 24.44 65.61
2024-08-07 00:00:35 24.44 65.60
2024-08-07 00:00:36 24.42 65.50
2024-08-07 00:00:37 24.41 65.50
2024-08-07 00:00:38 24.40 65.48
2024-08-07 00:00:39 24.37 65.43
2024-08-07 00:00:40 24.36 65.50
2024-08-07 00:00:41 24.34 65.47
2024-08-07 00:00:42 24.32 65.52
2024-08-07 00:00:43 24.32 65.52
2024-08-07 00:00:44 24.35 65.54
2024-08-07 00:00:45 24.34 65.59
2024-08-07 00:00:46 24.36 65.54
2024-08-07 00:00:47 24.33 65.57
2024-08-07 00:00:48 24.29 65.44
2024-08-07 00:00:49 24.30 65.46
2024-08-07 00:00:50 24.32 65.51
2024-08-07 00:00:51 24.27 65.47
2024-08-07 00:00:52 24.28 65.57
2024-08-07 00:00:53 24.24 65.48
2024-08-07 00:00:54 24.23 65.62
2024-08-07 00:00:55 24.25 65.79
2024-08-07 00:00:56 24.23 65.76
2024-08-07 00:00:57 24.23 65.92
2024-08-07 00:00:58 24.22 65.96
