Timestamp Temperature(°C) Humidity(%)
2024-09-23 20:23:39 23.27 53.47
2024-09-23 20:23:40 23.26 53.48
2024-09-23 20:23:42 23.25 53.48
2024-09-23 20:23:43 23.28 53.48
2024-09-23 20:23:45 23.26 53.48
2024-09-23 20:23:46 23.28 53.47
2024-09-23 20:23:48 23.28 53.44
2024-09-23 20:23:49 23.28 53.40
2024-09-23 20:23:51 23.27 53.39
2024-09-23 20:23:52 23.29 53.36
2024-09-23 20:23:54 23.29 53.41
2024-09-23 20:23:55 23.28 53.44
2024-09-23 20:23:57 23.29 53.40
2024-09-23 20:23:58 23.29 53.42
2024-09-23 20:24:00 23.30 53.38
2024-09-23 20:24:01 23.29 53.36
2024-09-23 20:24:03 23.28 53.36
2024-09-23 20:24:04 23.30 53.31
2024-09-23 20:24:06 23.30 53.32
2024-09-23 20:24:07 23.30 53.35
2024-09-23 20:24:09 23.29 53.39
2024-09-23 20:24:10 23.30 53.36
2024-09-23 20:24:12 23.32 53.34
2024-09-23 20:24:13 23.28 53.30
2024-09-23 20:24:15 23.29 53.32
2024-09-23 20:24:16 23.30 53.31
2024-09-23 20:24:18 23.32 53.31
2024-09-23 20:24:19 23.32 53.29
2024-09-23 20:24:21 23.33 53.31
2024-09-23 20:24:22 23.33 53.33
2024-09-23 20:24:24 23.32 53.28
2024-09-23 20:24:26 23.31 53.32
2024-09-23 20:24:27 23.32 53.27
2024-09-23 20:24:29 23.33 53.28
2024-09-23 20:24:30 23.32 53.28
2024-09-23 20:24:32 23.30 53.32
2024-09-23 20:24:33 23.33 53.26
2024-09-23 20:24:35 23.34 53.25
2024-09-23 20:24:36 23.33 53.23
2024-09-23 20:24:38 23.32 53.22
2024-09-23 20:24:39 23.35 53.25
2024-09-23 20:24:41 23.34 53.27
2024-09-23 20:24:42 23.34 53.22
2024-09-23 20:24:44 23.34 53.25
2024-09-23 20:24:45 23.35 53.26
2024-09-23 20:24:47 23.34 53.24
2024-09-23 20:24:48 23.33 53.21
2024-09-23 20:24:50 23.32 53.18
2024-09-23 20:24:51 23.34 53.18
2024-09-23 20:24:53 23.32 53.18
2024-09-23 20:24:54 23.36 53.22
2024-09-23 20:24:56 23.36 53.21
2024-09-23 20:24:57 23.35 53.25
2024-09-23 20:24:59 23.35 53.21
2024-09-23 20:25:00 23.37 53.21
2024-09-23 20:25:02 23.35 53.22
2024-09-23 20:25:03 23.35 53.19
2024-09-23 20:25:05 23.34 53.15
2024-09-23 20:25:06 23.34 53.17
2024-09-23 20:25:08 23.33 53.17
2024-09-23 20:25:09 23.35 53.22
2024-09-23 20:25:11 23.36 53.15
2024-09-23 20:25:12 23.35 53.12
2024-09-23 20:25:14 23.34 53.17
2024-09-23 20:25:15 23.34 53.15
2024-09-23 20:25:17 23.34 53.11
2024-09-23 20:25:18 23.35 53.13
2024-09-23 20:25:20 23.35 53.13
2024-09-23 20:25:21 23.37 53.14
2024-09-23 20:25:23 23.35 53.13
2024-09-23 20:25:24 23.35 53.14
2024-09-23 20:25:26 23.36 53.09
2024-09-23 20:25:28 23.35 53.09
2024-09-23 20:25:29 23.34 53.14
2024-09-23 20:25:31 23.36 53.13
2024-09-23 20:25:32 23.37 53.09
2024-09-23 20:25:34 23.36 53.08
2024-09-23 20:25:35 23.35 53.13
2024-09-23 20:25:37 23.37 53.13
2024-09-23 20:25:38 23.35 53.09
2024-09-23 20:25:40 23.36 53.14
2024-09-23 20:25:41 23.36 53.14
2024-09-23 20:25:43 23.35 53.11
2024-09-23 20:25:44 23.35 53.11
2024-09-23 20:25:46 23.35 53.14
2024-09-23 20:25:47 23.36 53.10
2024-09-23 20:25:49 23.37 53.11
2024-09-23 20:25:50 23.34 53.13
2024-09-23 20:25:52 23.36 53.14
2024-09-23 20:25:53 23.36 53.13
2024-09-23 20:25:55 23.36 53.09
