Timestamp Temperature(°C) Humidity(%)
2024-09-23 05:10:06 26.06 54.36
2024-09-23 05:10:08 26.07 54.34
2024-09-23 05:10:09 26.09 54.38
2024-09-23 05:10:11 26.06 54.36
2024-09-23 05:10:12 26.09 54.38
2024-09-23 05:10:14 26.08 54.40
2024-09-23 05:10:15 26.08 54.35
2024-09-23 05:10:17 26.07 54.34
2024-09-23 05:10:18 26.07 54.34
2024-09-23 05:10:20 26.06 54.33
2024-09-23 05:10:21 26.08 54.35
2024-09-23 05:10:23 26.06 54.38
2024-09-23 05:10:24 26.05 54.32
2024-09-23 05:10:26 26.05 54.34
2024-09-23 05:10:27 26.07 54.33
2024-09-23 05:10:29 26.06 54.33
2024-09-23 05:10:30 26.07 54.34
2024-09-23 05:10:32 26.06 54.36
2024-09-23 05:10:33 26.09 54.35
2024-09-23 05:10:35 26.06 54.33
2024-09-23 05:10:36 26.07 54.36
2024-09-23 05:10:38 26.09 54.38
2024-09-23 05:10:39 26.06 54.37
2024-09-23 05:10:41 26.09 54.40
2024-09-23 05:10:42 26.08 54.37
2024-09-23 05:10:44 26.08 54.34
2024-09-23 05:10:45 26.07 54.37
2024-09-23 05:10:47 26.10 54.35
2024-09-23 05:10:49 26.06 54.37
2024-09-23 05:10:50 26.07 54.37
2024-09-23 05:10:52 26.07 54.30
2024-09-23 05:10:53 26.07 54.34
2024-09-23 05:10:55 26.06 54.32
2024-09-23 05:10:56 26.07 54.30
2024-09-23 05:10:58 26.05 54.35
2024-09-23 05:10:59 26.08 54.36
2024-09-23 05:11:01 26.05 54.36
2024-09-23 05:11:02 26.07 54.38
2024-09-23 05:11:04 26.08 54.34
2024-09-23 05:11:05 26.07 54.36
2024-09-23 05:11:07 26.08 54.35
2024-09-23 05:11:08 26.07 54.38
2024-09-23 05:11:10 26.07 54.29
2024-09-23 05:11:11 26.06 54.35
2024-09-23 05:11:13 26.06 54.32
2024-09-23 05:11:14 26.04 54.31
2024-09-23 05:11:16 26.05 54.33
2024-09-23 05:11:17 26.07 54.34
2024-09-23 05:11:19 26.06 54.33
2024-09-23 05:11:20 26.09 54.39
2024-09-23 05:11:22 26.08 54.40
2024-09-23 05:11:23 26.07 54.33
2024-09-23 05:11:25 26.07 54.37
2024-09-23 05:11:26 26.07 54.32
2024-09-23 05:11:28 26.05 54.33
2024-09-23 05:11:29 26.06 54.36
2024-09-23 05:11:31 26.08 54.29
2024-09-23 05:11:32 26.06 54.34
2024-09-23 05:11:34 26.05 54.35
2024-09-23 05:11:35 26.08 54.37
2024-09-23 05:11:37 26.05 54.38
2024-09-23 05:11:38 26.07 54.36
2024-09-23 05:11:40 26.05 54.34
2024-09-23 05:11:41 26.05 54.31
2024-09-23 05:11:43 26.06 54.34
2024-09-23 05:11:44 26.07 54.35
2024-09-23 05:11:46 26.08 54.36
2024-09-23 05:11:47 26.08 54.31
2024-09-23 05:11:49 26.09 54.36
2024-09-23 05:11:51 26.07 54.34
2024-09-23 05:11:52 26.07 54.33
2024-09-23 05:11:54 26.07 54.35
2024-09-23 05:11:55 26.05 54.34
2024-09-23 05:11:57 26.09 54.38
2024-09-23 05:11:58 26.07 54.34
2024-09-23 05:12:00 26.06 54.37
2024-09-23 05:12:01 26.06 54.39
2024-09-23 05:12:03 26.05 54.33
2024-09-23 05:12:04 26.07 54.36
2024-09-23 05:12:06 26.06 54.37
2024-09-23 05:12:07 26.04 54.34
2024-09-23 05:12:09 26.07 54.39
2024-09-23 05:12:10 26.05 54.34
2024-09-23 05:12:12 26.06 54.33
2024-09-23 05:12:13 26.08 54.40
2024-09-23 05:12:15 26.07 54.37
2024-09-23 05:12:16 26.08 54.41
2024-09-23 05:12:18 26.07 54.35
2024-09-23 05:12:19 26.07 54.43
2024-09-23 05:12:21 26.07 54.40
2024-09-23 05:12:22 26.09 54.42
2024-09-23 05:12:24 26.09 54.38
2024-09-23 05:12:25 26.07 54.36
2024-09-23 05:12:27 26.07 54.36
2024-09-23 05:12:28 26.07 54.35
2024-09-23 05:12:30 26.08 54.42
2024-09-23 05:12:31 26.08 54.40
2024-09-23 05:12:33 26.08 54.44
2024-09-23 05:12:34 26.09 54.39
2024-09-23 05:12:36 26.07 54.43
2024-09-23 05:12:37 26.07 54.37
2024-09-23 05:12:39 26.07 54.40
2024-09-23 05:12:40 26.08 54.39
2024-09-23 05:12:42 26.06 54.38
2024-09-23 05:12:43 26.06 54.38
2024-09-23 05:12:45 26.08 54.40
2024-09-23 05:12:46 26.07 54.43
2024-09-23 05:12:48 26.06 54.44
2024-09-23 05:12:49 26.07 54.40
2024-09-23 05:12:51 26.08 54.44
2024-09-23 05:12:53 26.06 54.38
2024-09-23 05:12:54 26.07 54.43
2024-09-23 05:12:56 26.08 54.42
2024-09-23 05:12:57 26.09 54.40
2024-09-23 05:12:59 26.07 54.36
2024-09-23 05:13:00 26.08 54.45
2024-09-23 05:13:02 26.08 54.38
2024-09-23 05:13:03 26.08 54.39
2024-09-23 05:13:05 26.06 54.33
2024-09-23 05:13:06 26.07 54.40
2024-09-23 05:13:08 26.06 54.39
2024-09-23 05:13:09 26.06 54.41
2024-09-23 05:13:11 26.07 54.39
2024-09-23 05:13:12 26.06 54.40
2024-09-23 05:13:14 26.08 54.38
2024-09-23 05:13:15 26.05 54.35
2024-09-23 05:13:17 26.04 54.36
2024-09-23 05:13:18 26.06 54.33
2024-09-23 05:13:20 26.07 54.37
2024-09-23 05:13:21 26.06 54.40
2024-09-23 05:13:23 26.07 54.42
2024-09-23 05:13:24 26.06 54.36
2024-09-23 05:13:26 26.07 54.41
2024-09-23 05:13:27 26.06 54.38
2024-09-23 05:13:29 26.07 54.41
2024-09-23 05:13:30 26.08 54.39
2024-09-23 05:13:32 26.05 54.37
2024-09-23 05:13:33 26.08 54.39
2024-09-23 05:13:35 26.04 54.37
2024-09-23 05:13:36 26.06 54.39
2024-09-23 05:13:38 26.04 54.33
2024-09-23 05:13:39 26.07 54.40
2024-09-23 05:13:41 26.07 54.40
2024-09-23 05:13:42 26.05 54.38
2024-09-23 05:13:44 26.06 54.36
2024-09-23 05:13:45 26.05 54.37
2024-09-23 05:13:47 26.05 54.36
2024-09-23 05:13:48 26.05 54.35
2024-09-23 05:13:50 26.07 54.39
2024-09-23 05:13:52 26.06 54.40
2024-09-23 05:13:53 26.06 54.39
2024-09-23 05:13:55 26.07 54.41
2024-09-23 05:13:56 26.06 54.40
2024-09-23 05:13:58 26.08 54.39
2024-09-23 05:13:59 26.06 54.36
2024-09-23 05:14:01 26.07 54.43
2024-09-23 05:14:02 26.05 54.38
2024-09-23 05:14:04 26.07 54.40
2024-09-23 05:14:05 26.07 54.40
2024-09-23 05:14:07 26.06 54.40
2024-09-23 05:14:08 26.04 54.40
2024-09-23 05:14:10 26.06 54.39
2024-09-23 05:14:11 26.06 54.39
2024-09-23 05:14:13 26.07 54.38
2024-09-23 05:14:14 26.06 54.41
2024-09-23 05:14:16 26.07 54.40
2024-09-23 05:14:17 26.05 54.34
2024-09-23 05:14:19 26.04 54.39
2024-09-23 05:14:20 26.05 54.39
2024-09-23 05:14:22 26.05 54.36
2024-09-23 05:14:23 26.06 54.40
2024-09-23 05:14:25 26.05 54.39
2024-09-23 05:14:26 26.05 54.39
2024-09-23 05:14:28 26.04 54.34
2024-09-23 05:14:29 26.04 54.33
2024-09-23 05:14:31 26.02 54.38
2024-09-23 05:14:32 26.03 54.37
2024-09-23 05:14:34 26.02 54.33
2024-09-23 05:14:35 26.06 54.38
2024-09-23 05:14:37 26.05 54.38
2024-09-23 05:14:38 26.06 54.35
2024-09-23 05:14:40 26.06 54.36
2024-09-23 05:14:41 26.05 54.39
2024-09-23 05:14:43 26.07 54.42
2024-09-23 05:14:44 26.06 54.41
2024-09-23 05:14:46 26.06 54.40
2024-09-23 05:14:47 26.06 54.42
2024-09-23 05:14:49 26.08 54.41
2024-09-23 05:14:50 26.07 54.40
2024-09-23 05:14:52 26.06 54.40
2024-09-23 05:14:54 26.07 54.39
2024-09-23 05:14:55 26.07 54.42
2024-09-23 05:14:57 26.07 54.40
2024-09-23 05:14:58 26.06 54.39
2024-09-23 05:15:00 26.07 54.41
2024-09-23 05:15:01 26.06 54.40
2024-09-23 05:15:03 26.05 54.38
2024-09-23 05:15:04 26.05 54.38
2024-09-23 05:15:06 26.06 54.38
2024-09-23 05:15:07 26.06 54.40
2024-09-23 05:15:09 26.04 54.34
2024-09-23 05:15:10 26.06 54.41
2024-09-23 05:15:12 26.05 54.39
2024-09-23 05:15:13 26.06 54.39
2024-09-23 05:15:15 26.06 54.41
2024-09-23 05:15:16 26.05 54.39
2024-09-23 05:15:18 26.05 54.37
2024-09-23 05:15:19 26.06 54.41
2024-09-23 05:15:21 26.06 54.40
2024-09-23 05:15:22 26.06 54.42
2024-09-23 05:15:24 26.07 54.43
2024-09-23 05:15:25 26.05 54.41
2024-09-23 05:15:27 26.04 54.40
2024-09-23 05:15:28 26.06 54.41
2024-09-23 05:15:30 26.05 54.39
2024-09-23 05:15:31 26.07 54.45
2024-09-23 05:15:33 26.06 54.43
2024-09-23 05:15:34 26.06 54.39
2024-09-23 05:15:36 26.04 54.36
2024-09-23 05:15:37 26.06 54.36
2024-09-23 05:15:39 26.05 54.38
2024-09-23 05:15:40 26.06 54.38
2024-09-23 05:15:42 26.07 54.40
2024-09-23 05:15:43 26.05 54.39
2024-09-23 05:15:45 26.06 54.40
2024-09-23 05:15:46 26.08 54.41
2024-09-23 05:15:48 26.06 54.43
2024-09-23 05:15:49 26.05 54.36
2024-09-23 05:15:51 26.06 54.43
2024-09-23 05:15:52 26.04 54.35
2024-09-23 05:15:54 26.06 54.40
2024-09-23 05:15:56 26.08 54.44
2024-09-23 05:15:57 26.06 54.41
2024-09-23 05:15:59 26.06 54.42
2024-09-23 05:16:00 26.07 54.41
2024-09-23 05:16:02 26.05 54.39
2024-09-23 05:16:03 26.04 54.40
