Timestamp Temperature(°C) Humidity(%)
2024-09-23 05:10:06 25.82 56.24
2024-09-23 05:10:08 25.83 56.20
2024-09-23 05:10:09 25.83 56.27
2024-09-23 05:10:11 25.84 56.26
2024-09-23 05:10:12 25.83 56.23
2024-09-23 05:10:14 25.83 56.21
2024-09-23 05:10:15 25.85 56.27
2024-09-23 05:10:17 25.83 56.25
2024-09-23 05:10:18 25.84 56.17
2024-09-23 05:10:20 25.85 56.31
2024-09-23 05:10:21 25.82 56.28
2024-09-23 05:10:23 25.84 56.28
2024-09-23 05:10:24 25.84 56.27
2024-09-23 05:10:26 25.84 56.27
2024-09-23 05:10:27 25.82 56.30
2024-09-23 05:10:29 25.84 56.26
2024-09-23 05:10:30 25.82 56.30
2024-09-23 05:10:32 25.83 56.25
2024-09-23 05:10:33 25.83 56.28
2024-09-23 05:10:35 25.83 56.26
2024-09-23 05:10:36 25.83 56.25
2024-09-23 05:10:38 25.84 56.25
2024-09-23 05:10:39 25.83 56.20
2024-09-23 05:10:41 25.83 56.26
2024-09-23 05:10:42 25.83 56.26
2024-09-23 05:10:44 25.83 56.29
2024-09-23 05:10:45 25.83 56.24
2024-09-23 05:10:47 25.84 56.25
2024-09-23 05:10:49 25.82 56.30
2024-09-23 05:10:50 25.83 56.26
2024-09-23 05:10:52 25.83 56.28
2024-09-23 05:10:53 25.84 56.28
2024-09-23 05:10:55 25.83 56.28
2024-09-23 05:10:56 25.85 56.26
2024-09-23 05:10:58 25.84 56.26
2024-09-23 05:10:59 25.83 56.25
2024-09-23 05:11:01 25.85 56.27
2024-09-23 05:11:02 25.83 56.26
2024-09-23 05:11:04 25.83 56.25
2024-09-23 05:11:05 25.82 56.28
2024-09-23 05:11:07 25.83 56.25
2024-09-23 05:11:08 25.82 56.28
2024-09-23 05:11:10 25.84 56.28
2024-09-23 05:11:11 25.82 56.30
2024-09-23 05:11:13 25.82 56.26
2024-09-23 05:11:14 25.83 56.26
2024-09-23 05:11:16 25.84 56.23
2024-09-23 05:11:17 25.84 56.29
2024-09-23 05:11:19 25.84 56.28
2024-09-23 05:11:20 25.83 56.26
2024-09-23 05:11:22 25.82 56.29
2024-09-23 05:11:23 25.82 56.23
2024-09-23 05:11:25 25.82 56.28
2024-09-23 05:11:26 25.84 56.26
2024-09-23 05:11:28 25.83 56.26
2024-09-23 05:11:29 25.82 56.27
2024-09-23 05:11:31 25.84 56.27
2024-09-23 05:11:32 25.83 56.18
2024-09-23 05:11:34 25.82 56.29
2024-09-23 05:11:35 25.83 56.29
2024-09-23 05:11:37 25.81 56.25
2024-09-23 05:11:38 25.82 56.20
2024-09-23 05:11:40 25.82 56.27
2024-09-23 05:11:41 25.83 56.29
2024-09-23 05:11:43 25.82 56.28
2024-09-23 05:11:44 25.83 56.28
2024-09-23 05:11:46 25.82 56.28
2024-09-23 05:11:47 25.81 56.24
2024-09-23 05:11:49 25.83 56.25
2024-09-23 05:11:51 25.82 56.28
2024-09-23 05:11:52 25.82 56.23
2024-09-23 05:11:54 25.83 56.26
2024-09-23 05:11:55 25.82 56.26
2024-09-23 05:11:57 25.83 56.24
2024-09-23 05:11:58 25.82 56.24
2024-09-23 05:12:00 25.83 56.23
2024-09-23 05:12:01 25.82 56.29
2024-09-23 05:12:03 25.81 56.26
2024-09-23 05:12:04 25.81 56.24
2024-09-23 05:12:06 25.82 56.29
2024-09-23 05:12:07 25.83 56.29
